ID,CAMPAIGN_NAME,DATE,SPEND,IMPRESSIONS,CLICKS
1009146846,ad_network_2_iOS_DE_All_C_Exact_CPT,2023-02-17,0.00,12,0
1015237368,ad_network_2_iOS_BE_All_Shared_B_Exact_CPT,2022-06-19,0.00,35,0
1003503146,ad_network_2_iOS_AU_All_Shared_B_Exact_CPT,2023-01-17,0.00,28,0
1009146846,ad_network_2_iOS_DE_All_C_Exact_CPT,2022-03-24,0.00,1,0
1003503725,ad_network_2_iOS_AU_All_Exact_CPT,2022-09-06,189.54,686,90
1003505483,ad_network_2_iOS_NZ_All_Exact_CPT,2023-01-02,30.64,50,9
997546097,ad_network_2_iOS_US_All_Exact_CPT,2022-09-17,2125.73,3528,525
1003503146,ad_network_2_iOS_AU_All_Shared_B_Exact_CPT,2022-05-22,0.00,8,0
1015237368,ad_network_2_iOS_BE_All_Shared_B_Exact_CPT,2022-11-16,0.00,54,0
997563399,ad_network_2_iOS_US_All_Match,2022-02-18,136.75,328,42
1009045000,ad_network_2_iOS_DE_All_Exact_CPT,2022-11-16,23.22,118,60
1014085395,ad_network_2_iOS_FR_All_Exact_CPT,2022-07-05,170.73,616,110
1003487745,ad_network_2_iOS_CA_All_C_Exact_CPT,2023-01-14,5.15,28,2
1003500265,ad_network_2_iOS_AU_All_C_Exact_CPT,2022-09-12,3.45,30,4
1003503146,ad_network_2_iOS_AU_All_Shared_B_Exact_CPT,2022-04-10,0.00,55,0
1015237368,ad_network_2_iOS_BE_All_Shared_B_Exact_CPT,2023-04-04,0.00,6,0
1003432133,ad_network_2_iOS_IE_All_Shared_B_Exact_CPT,2022-04-21,0.00,40,0
1003505442,ad_network_2_iOS_IE_All_B_Exact_CPT,2022-12-05,0.00,5,0
1003503722,ad_network_2_iOS_CA_All_Match,2023-03-18,181.78,4527,306
1013960855,ad_network_2_iOS_FR_All_Shared_B_Exact_CPT,2022-05-31,0.00,6,0
1003487745,ad_network_2_iOS_CA_All_C_Exact_CPT,2022-03-19,145.07,297,50
1009067728,ad_network_2_iOS_DE_All_B_Exact_CPT,2022-06-11,31.03,12,6
1003470087,ad_network_2_iOS_CA_All_Exact_CPT,2022-02-14,360.65,528,45
